378.286,-143.571,0.000
376.143,-139.286,0.000
374.000,-137.143,0.000
369.714,-135.000,0.000
363.286,-135.000,0.000
359.000,-137.143,0.000
354.714,-141.429,0.000
352.571,-147.857,0.000
352.571,-152.143,0.000
354.714,-158.571,0.000
359.000,-162.857,0.000
363.286,-165.000,0.000
369.714,-165.000,0.000
374.000,-162.857,0.000
378.286,-158.571,0.000
378.286,-158.571,20.000
414.000,-141.429,20.000
414.000,-141.429,0.000
409.714,-137.143,0.000
405.429,-135.000,0.000
399.000,-135.000,0.000
394.714,-137.143,0.000
390.429,-141.429,0.000
388.286,-147.857,0.000
388.286,-152.143,0.000
390.429,-158.571,0.000
394.714,-162.857,0.000
399.000,-165.000,0.000
405.429,-165.000,0.000
409.714,-162.857,0.000
414.000,-158.571,0.000
414.000,-158.571,20.000
426.143,-120.000,20.000
426.143,-120.000,0.000
426.143,-135.000,0.000
426.143,-150.000,0.000
426.143,-165.000,0.000
426.143,-165.000,20.000
426.143,-143.571,20.000
426.143,-143.571,0.000
432.571,-137.143,0.000
436.857,-135.000,0.000
443.286,-135.000,0.000
447.571,-137.143,0.000
449.714,-143.571,0.000
449.714,-165.000,0.000
449.714,-165.000,20.000
459.714,-135.000,20.000
459.714,-135.000,0.000
459.714,-156.429,0.000
461.857,-162.857,0.000
466.143,-165.000,0.000
472.571,-165.000,0.000
476.857,-162.857,0.000
483.286,-156.429,0.000
483.286,-156.429,20.000
483.286,-135.000,20.000
483.286,-135.000,0.000
483.286,-150.000,0.000
483.286,-165.000,0.000
483.286,-165.000,20.000
516.857,-141.429,20.000
516.857,-141.429,0.000
512.571,-137.143,0.000
508.286,-135.000,0.000
501.857,-135.000,0.000
497.571,-137.143,0.000
493.286,-141.429,0.000
491.143,-147.857,0.000
491.143,-152.143,0.000
493.286,-158.571,0.000
497.571,-162.857,0.000
501.857,-165.000,0.000
